2022-08-14,19:30,La Liga,Matchweek 1,Sun,Away,L,0,1,Valencia,0.1,1.6,54,"39,359",Juanpe,3-4-3,Jorge Figueroa,Match Report,Unnamed: 18
2022-08-22,22:00,La Liga,Matchweek 2,Mon,Home,W,3.0,1.0,Getafe,1.1,0.6,66.0,10460.0,Cristhian Stuani,3-1-4-2,Alejandro Muñíz,Match Report,
2022-08-26,20:00,La Liga,Matchweek 3,Fri,Home,L,0.0,1.0,Celta Vigo,1.0,1.0,53.0,11329.0,Cristhian Stuani,4-4-2,Carlos del Cerro,Match Report,
2022-09-03,14:00,La Liga,Matchweek 4,Sat,Away,D,1.0,1.0,Mallorca,1.2,0.7,49.0,13390.0,Juanpe,3-4-3,Isidro Díaz de Mera,Match Report,
2022-09-09,21:00,La Liga,Matchweek 5,Fri,Home,W,2.0,1.0,Valladolid,1.7,0.6,45.0,10053.0,Juanpe,3-4-3,César Soto,Match Report,
2022-09-18,18:30,La Liga,Matchweek 6,Sun,Away,L,1.0,2.0,Betis,1.3,1.6,56.0,52229.0,Juanpe,3-4-3,Miguel Ángel Ortiz Arias,Match Report,
2022-10-02,18:30,La Liga,Matchweek 7,Sun,Home,L,3.0,5.0,Real Sociedad,1.0,2.1,41.0,12217.0,Juanpe,5-3-2,Mario Melero,Match Report,
2022-10-08,16:15,La Liga,Matchweek 8,Sat,Away,L,1.0,2.0,Atlético Madrid,0.8,1.9,55.0,54069.0,Bernardo Espinosa,5-3-2,Juan Martínez,Match Report,
2022-10-15,14:00,La Liga,Matchweek 9,Sat,Home,D,1.0,1.0,Cádiz,2.3,1.1,65.0,9927.0,Bernardo Espinosa,5-3-2,Ricardo de Burgos,Match Report,
2022-10-20,19:00,La Liga,Matchweek 10,Thu,Away,L,2.0,3.0,Almería,2.8,1.8,65.0,11194.0,Cristhian Stuani,4-4-2,Guillermo Cuadra,Match Report,
2022-10-23,18:30,La Liga,Matchweek 11,Sun,Home,D,1.0,1.0,Osasuna,0.4,0.6,50.0,10032.0,Aleix García,4-4-1-1,Juan Pulido,Match Report,
2022-10-30,16:15,La Liga,Matchweek 12,Sun,Away,D,1.0,1.0,Real Madrid,1.4,2.9,42.0,58367.0,Valery,4-1-4-1,Mario Melero,Match Report,
2022-11-04,21:00,La Liga,Matchweek 13,Fri,Home,W,2.0,1.0,Athletic Club,1.0,0.7,42.0,11420.0,Valery,4-1-4-1,Valentín Pizarro,Match Report,
2022-11-08,19:00,La Liga,Matchweek 14,Tue,Away,W,2.0,1.0,Elche,2.3,0.6,55.0,17339.0,Valery,4-1-4-1,Pablo González,Match Report,
2022-11-13,12:00,Copa del Rey,First round,Sun,Away,W,2.0,1.0,Quintanar del Rey,,,65.0,2500.0,Cristhian Stuani,4-3-3,Carlos del Cerro,Match Report,Required Extra Time
2022-12-22,19:00,Copa del Rey,Second round,Thu,Away,L,1.0,2.0,CP Cacereño,,,66.0,5234.0,Juan Carlos,4-1-4-1,Alberola Rojas,Match Report,
2022-12-29,17:00,La Liga,Matchweek 15,Thu,Home,D,2.0,2.0,Rayo Vallecano,2.3,1.0,59.0,11451.0,Aleix García,4-1-4-1,Jorge Figueroa,Match Report,
2023-01-07,21:00,La Liga,Matchweek 16,Sat,Away,D,2.0,2.0,Espanyol,1.2,1.5,56.0,21429.0,Aleix García,4-1-4-1,Carlos del Cerro,Match Report,
2023-01-14,16:15,La Liga,Matchweek 17,Sat,Home,W,2.0,1.0,Sevilla,2.2,1.1,46.0,12035.0,Cristhian Stuani,4-4-2,Valentín Pizarro,Match Report,
2023-01-22,14:00,La Liga,Matchweek 18,Sun,Away,L,0.0,1.0,Villarreal,0.6,2.5,32.0,15129.0,Cristhian Stuani,4-2-3-1,Carlos del Cerro,Match Report,
2023-01-28,16:15,La Liga,Matchweek 19,Sat,Home,L,0.0,1.0,Barcelona,1.1,1.1,41.0,13402.0,Juanpe,4-4-2,Alejandro Muñíz,Match Report,
2023-02-05,16:15,La Liga,Matchweek 20,Sun,Home,W,1.0,0.0,Valencia,2.3,1.0,51.0,10732.0,Bernardo Espinosa,4-4-2,Javier Villanueva,Match Report,
2023-02-10,21:00,La Liga,Matchweek 21,Fri,Away,L,0.0,2.0,Cádiz,0.2,0.7,57.0,14873.0,Bernardo Espinosa,4-4-2,Juan Pulido,Match Report,
2023-02-17,21:00,La Liga,Matchweek 22,Fri,Home,W,6.0,2.0,Almería,3.0,1.8,52.0,8879.0,Juanpe,4-4-2,Valentín Pizarro,Match Report,
2023-02-26,14:00,La Liga,Matchweek 23,Sun,Away,W,3.0,2.0,Athletic Club,1.1,1.6,40.0,42816.0,Juanpe,4-1-4-1,Isidro Díaz de Mera,Match Report,
2023-03-04,14:00,La Liga,Matchweek 24,Sat,Away,L,2.0,3.0,Getafe,0.8,1.5,61.0,9802.0,Juanpe,4-1-4-1,Juan Martínez,Match Report,
2023-03-13,21:00,La Liga,Matchweek 25,Mon,Home,L,0.0,1.0,Atlético Madrid,0.4,1.9,50.0,12499.0,Borja García,4-1-4-1,Mario Melero,Match Report,
2023-03-18,16:15,La Liga,Matchweek 26,Sat,Away,D,2.0,2.0,Rayo Vallecano,1.8,1.9,53.0,12263.0,Borja García,4-1-4-1,Pablo González,Match Report,
2023-04-01,14:00,La Liga,Matchweek 27,Sat,Home,W,2.0,1.0,Espanyol,1.6,1.0,62.0,12841.0,Borja García,4-1-4-1,Miguel Ángel Ortiz Arias,Match Report,
2023-04-10,21:00,La Liga,Matchweek 28,Mon,Away,,,,Barcelona,,,,,,,,Head-to-Head,
2023-04-16,14:00,La Liga,Matchweek 29,Sun,Home,,,,Elche,,,,,,,,Head-to-Head,
2023-04-23,,La Liga,Matchweek 30,Sun,Away,,,,Valladolid,,,,,,,,Head-to-Head,
2023-04-26,,La Liga,Matchweek 31,Wed,Home,,,,Real Madrid,,,,,,,,Head-to-Head,
2023-04-30,,La Liga,Matchweek 32,Sun,Away,,,,Sevilla,,,,,,,,Head-to-Head,
2023-05-03,,La Liga,Matchweek 33,Wed,Home,,,,Mallorca,,,,,,,,Head-to-Head,
